id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
jimmy-johns-waterloo,Jimmy John's,['sandwiches'],42.4651375,-92.3246002,IA,"1227 W 27th St, Cedar Falls, IA 50614",12492.028714787,3.5,5,False,No,Yes,Yes,Yes,,,,Yes,,Yes,No,Casual,,Average,No,No,,,,No,,,1
hibachi-sushi-buffet-waterloo,Hibachi Sushi Buffet,"['buffets', 'chinese']",42.462077418,-92.327170372,IA,"1227 W 27th St, Cedar Falls, IA 50614",12477.774513218,2,8,False,No,No,,Yes,,,,,,Yes,Yes,,,,,,,,,,,,2
other-place-the-evansdale,Other Place the,['pizza'],42.4747086,-92.2809601,IA,"1227 W 27th St, Cedar Falls, IA 50614",15429.8705913134,4.5,2,False,No,Yes,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,Full Bar,No,,Yes,,Yes,,,2
pancheros-mexican-grill-waterloo-2,Panchero's Mexican Grill,['mexican'],42.4645830851,-92.3237077264,IA,"1227 W 27th St, Cedar Falls, IA 50614",12598.6113884996,1.5,4,False,,,,,,,,,,,,,,,,,,,,,,,
ajs-eatery-and-spirits-waterloo,Aj's Eatery & Spirits,['restaurants'],42.4643402,-92.3276062,IA,"1227 W 27th St, Cedar Falls, IA 50614",12326.5407648533,1,2,False,No,No,,Yes,,,,,,No,No,Casual,,Very Loud,Full Bar,No,No,Yes,,Yes,No,,3
honey-garden-waterloo,Honey Garden,['indpak'],42.4781666331,-92.3237931195,IA,"1227 W 27th St, Cedar Falls, IA 50614",11981.893081766,2.5,4,False,,No,Yes,Yes,,,,,,Yes,Yes,Formal (Jacket Required),,,,No,,,,Yes,,,2
jack-and-arnies-steak-house-janesville,Jack & Arnie's Steak House,['restaurants'],42.64666,-92.462646,IA,"1227 W 27th St, Cedar Falls, IA 50614",14534.4873468796,3.5,3,False,Yes,No,,Yes,,,,,Yes,Yes,Yes,Casual,,Loud,Full Bar,No,,,,Yes,,,2
ihop-waterloo,IHOP,"['breakfast_brunch', 'tradamerican']",42.4654388,-92.3226089,IA,"1227 W 27th St, Cedar Falls, IA 50614",12635.9183002861,3,10,False,Yes,No,Yes,Yes,,,,Yes,,Yes,Yes,Casual,,Average,No,No,Free,Yes,,Yes,No,,1
ingalls-little-house-cafe-new-hartford,Ingalls Little House Cafe,['restaurants'],42.5667496,-92.6228867,IA,"1227 W 27th St, Cedar Falls, IA 50614",14402.4188797432,4,1,False,No,No,Yes,No,,,,No,,Yes,No,Casual,,Average,No,No,No,No,,Yes,No,,1
pita-pit-waterloo-2,Pita Pit,['sandwiches'],42.4600486457,-92.3265601695,IA,"1227 W 27th St, Cedar Falls, IA 50614",12608.5752218345,3,1,False,No,No,Yes,Yes,,,,,Yes,,,,,,,,,,,,Yes,,
