id,name,categories,latitude,longitude,state,college,distance_from_college,rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
joes-crab-shack-henrietta,Joe's Crab Shack,"['seafood', 'tradamerican']",43.086525990362,-77.624069502173,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4108.625362628943,3.5,35,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,Yes,,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,,Yes,No,,2
baxters-rochester,Baxters,['newamerican'],43.0914878845215,-77.6636047363281,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",1253.534930890738,3.0,6,False,,,Yes,Yes,,,,,,Yes,,Casual,,Quiet,,,,,,,,,2
mighty-taco-rochester,Mighty Taco,['mexican'],43.0901908874512,-77.6438827514648,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2583.722615988256,2.5,30,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,Yes,,No,,No,Yes,,1
nashvilles-rochester,Nashvilles,"['bars', 'tradamerican']",43.0559854456525,-77.6547789573669,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",3502.6112375674975,4.0,5,False,No,No,Yes,Yes,,,,No,,No,Yes,Casual,,Loud,Full Bar,No,No,Yes,,Yes,No,,2
sticky-lips-bbq-juke-joint-rochester-2,Sticky Lips BBQ Juke Joint,"['bbq', 'bars', 'musicvenues']",43.0878181,-77.6149597,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4845.3222283757195,3.5,137,False,Yes,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,,Yes,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,,Yes,Yes,,2
longhorn-steakhouse-henrietta,LongHorn Steakhouse,"['steak', 'tradamerican']",43.0872459,-77.6250534,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4115.657695539539,3.5,24,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,No,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,Yes,,2
luccis-pizza-and-grill-rochester-2,Lucci's Pizza And Grill,['pizza'],43.0785318822588,-77.6878831163049,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",1241.449698432521,3.5,4,False,,,Yes,,,,,,,,,,,,,,,No,,,,,
china-buffet-rochester-2,China Buffet,['chinese'],43.0908699,-77.6437988,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",2583.6665792386734,2.5,10,False,No,No,Yes,Yes,,,,No,,Yes,Yes,Casual,,,,No,,No,,,,,2
jays-diner-rochester,Jay's Diner,"['tradamerican', 'diners']",43.099716,-77.629608,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4046.1491906040364,3.0,92,False,No,No,Yes,Yes,,"Breakfast, Brunch, Late Night",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,Free,Yes,,Yes,No,,1
d-mangu-restaurant-rochester,D'Mangu Restaurant,"['dominican', 'buffets']",43.090641,-77.6111374,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5202.220758375334,4.0,64,False,Yes,Yes,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,Yes,No,Yes,Yes,,2
wings-over-rochester-rochester,Wings Over Rochester,"['chicken_wings', 'hotdogs', 'tradamerican']",43.0926055908203,-77.6346435546875,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",3361.3092951707763,3.0,13,False,No,Yes,Yes,Yes,,,,,,Yes,Yes,Casual,,Average,No,No,,Yes,,No,No,,2
micginnys-restaurant-and-sports-pub-rochester,MicGinny's Restaurant & Sports Pub,"['sportsbars', 'irish', 'italian']",43.0982513427734,-77.6763381958008,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",1592.7459507471788,3.0,8,False,Yes,,Yes,Yes,,,,Yes,,No,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,,Yes,Yes,,2
chilis-rochester-2,Chili's,"['tradamerican', 'bars']",43.0866612608425,-77.6241159439087,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4105.922334736721,3.5,12,False,Yes,No,Yes,Yes,,,Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,Yes,,2
youngs-korean-restaurant-rochester,Young's Korean Restaurant,['korean'],43.0913696,-77.6190414,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4583.5243925290215,3.5,44,False,Yes,No,Yes,Yes,,Dinner,Private Lot,No,,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,,Yes,,,2
phillips-european-restaurant-rochester,Phillips European Restaurant,"['french', 'desserts']",43.1068217754364,-77.6185664534569,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",5206.46286213927,4.0,84,False,Yes,No,Yes,Yes,,Dessert,Private Lot,No,Yes,No,Yes,Casual,Casual,Quiet,Full Bar,No,No,No,,Yes,Yes,,2
cracker-barrel-rochester,Cracker Barrel,['tradamerican'],43.072352,-77.62624,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4130.70412414539,3.0,27,False,No,No,Yes,Yes,,Breakfast,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,,2
bugaboo-creek-steak-house-rochester,Bugaboo Creek Steak House,"['steak', 'tradamerican']",43.0865631103516,-77.6168441772461,NY,"1 Lomb Memorial Dr, Rochester, NY 14623",4696.950821638159,3.0,40,False,Yes,No,Yes,Yes,,Dinner,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,Yes,,2
