id,name,categories,latitude,longitude,state,college,distance_from_college,rating,acadamic_rating,review_count,permanently_closed,TakesReservations,Delivery,Take-out,AcceptsCreditCards,AcceptsBitcoin,GoodFor,Parking,BikeParking,WheelchairAccessible,GoodforKids,GoodforGroups,Attire,Ambience,NoiseLevel,Alcohol,OutdoorSeating,Wi-Fi,HasTV,DogsAllowed,WaiterService,Caters,Drive-Thru,Price
zamaan-cafe-ann-arbor,Zamaan Cafe,"['mideastern', 'halal']",42.3053017,-83.69133,MI,"500 S State St, Ann Arbor, MI 48109",5186.949558438,3.5,52,False,No,Yes,Yes,Yes,,Lunch,Private Lot,Yes,,Yes,Yes,Casual,Casual,Quiet,No,No,No,No,,Yes,,,2,
panda-house-ann-arbor,Panda House,['chinese'],42.2841784501,-83.7833033502,MI,"500 S State St, Ann Arbor, MI 48109",3565.7861865312,3,27,False,Yes,Yes,Yes,Yes,,Dinner,Private Lot,Yes,,Yes,Yes,Casual,,Quiet,No,No,No,No,No,Yes,Yes,,1,
panda-chinese-and-korean-foods-ann-arbor,Panda Chinese & Korean Foods,"['chinese', 'korean']",42.2450307012,-83.6996868253,MI,"500 S State St, Ann Arbor, MI 48109",4863.0937015656,3.5,30,False,No,No,Yes,Yes,,Lunch,Private Lot,,Yes,Yes,No,Casual,,Average,No,No,No,No,,Yes,Yes,,2,
kabob-palace-ann-arbor,Kabob Palace,['indpak'],42.2777704149,-83.7428811193,MI,"500 S State St, Ann Arbor, MI 48109",197.4987094111,4,1,False,,,,,,,,,,,,,,,,,,,,,,,2,
chipotle-mexican-grill-ann-arbor-2,Chipotle Mexican Grill,"['mexican', 'hotdogs']",42.2381058,-83.7442627,MI,"500 S State St, Ann Arbor, MI 48109",3792.5173041275,3,20,False,No,No,Yes,Yes,,Lunch,,Yes,Yes,Yes,Yes,Casual,,Loud,No,Yes,No,No,,No,Yes,No,1,
subway-ann-arbor-13,Subway,"['sandwiches', 'hotdogs']",42.2705526616,-83.7408003352,MI,"500 S State St, Ann Arbor, MI 48109",633.516218884,4,1,False,No,No,Yes,Yes,,,,,Yes,Yes,No,Casual,,,No,No,,,,No,,,1,
moes-southwest-grill-ann-arbor,Moe's Southwest Grill,"['tex-mex', 'mexican']",42.245121,-83.7583694,MI,"500 S State St, Ann Arbor, MI 48109",3734.0579484732,3,44,False,No,Yes,Yes,Yes,,Lunch,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,,Yes,,No,Yes,,1,
marks-midtown-coney-island-ann-arbor,Mark's Midtown Coney Island,['tradamerican'],42.2335739,-83.7392731,MI,"500 S State St, Ann Arbor, MI 48109",4748.7421081496,4,21,False,No,No,Yes,Yes,,Breakfast,Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,Yes,,Yes,No,,1,
noodles-and-company-ann-arbor,Noodles & Company,"['comfortfood', 'italian', 'asianfusion']",42.2556534,-83.6884995,MI,"500 S State St, Ann Arbor, MI 48109",4916.3513629797,3.5,45,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,No,Yes,Yes,Casual,Casual,Average,No,Yes,Free,No,,No,Yes,,1,
mercys-at-the-bell-tower-ann-arbor,Mercy's at the Bell Tower,"['asianfusion', 'french']",42.2792511,-83.7399368,MI,"500 S State St, Ann Arbor, MI 48109",356.7612985239,3,33,False,Yes,No,Yes,Yes,,Dinner,"Valet, Street",,No,No,Yes,Casual,"Intimate, Romantic",Average,Full Bar,Yes,,No,,Yes,Yes,,2,
dads-dogs-ann-arbor,Dad's Dogs,['hotdog'],42.2778282,-83.7419662,MI,"500 S State St, Ann Arbor, MI 48109",2470.5682112621,5,1,False,No,No,Yes,No,,,"Garage, Street",,Yes,Yes,Yes,Casual,,,No,,,,,No,,,1,
backroom-pizza-ann-arbor,Backroom Pizza,['pizza'],42.274696,-83.734344,MI,"500 S State St, Ann Arbor, MI 48109",573.0592667112,3.5,38,False,No,No,Yes,Yes,,Late Night,,,Yes,Yes,Yes,Casual,,,No,Yes,No,No,,No,,,1,
bewon-ann-arbor-2,Bewon,['korean'],42.3052176,-83.6920978,MI,"500 S State St, Ann Arbor, MI 48109",5174.0068696651,4,56,False,Yes,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,No,No,No,,Yes,No,,2,
applebees-ann-arbor,Applebee's,"['tradamerican', 'sportsbars', 'burgers']",42.2470627,-83.7600403,MI,"500 S State St, Ann Arbor, MI 48109",3591.8198216558,3,23,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,Full Bar,No,No,Yes,,Yes,No,No,2,
jersey-mikes-subs-ann-arbor-2,Jersey Mike's Subs,"['hotdogs', 'delis', 'sandwiches']",42.2807704657,-83.7816511095,MI,"500 S State St, Ann Arbor, MI 48109",3440.3297504306,3.5,5,False,No,No,Yes,Yes,,,,No,,Yes,No,Casual,,Quiet,No,No,,Yes,,No,Yes,No,1,
marketplace-dining-hall-ann-arbor,Marketplace Dining Hall,"['diyfood', 'tradamerican', 'internetcafe']",42.2802809626,-83.7311424315,MI,"500 S State St, Ann Arbor, MI 48109",941.1014942791,2.5,2,False,,,No,,,,,,,,Yes,,,Loud,,,Free,,,,,,2,
outback-steakhouse-ann-arbor,Outback Steakhouse,['steak'],42.2405014,-83.7704163,MI,"500 S State St, Ann Arbor, MI 48109",4547.1304910212,3,35,False,Yes,No,Yes,Yes,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,,Yes,No,,2,
chipotle-mexican-grill-ann-arbor-4,Chipotle Mexican Grill,"['mexican', 'hotdogs']",42.255413,-83.693314,MI,"500 S State St, Ann Arbor, MI 48109",4550.8379108523,3,45,False,No,No,Yes,Yes,,"Lunch, Dinner",Private Lot,No,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,No,No,,No,No,No,1,
achilles-restaurant-ann-arbor,Achilles Restaurant,"['diners', 'greek', 'mediterranean']",42.245224,-83.6986694,MI,"500 S State St, Ann Arbor, MI 48109",4907.2813483408,4,12,False,No,No,Yes,Yes,,Lunch,Private Lot,,Yes,Yes,No,Casual,,,No,No,,No,,Yes,,,1,
five-guys-burgers-and-fries-ann-arbor-4,Five Guys Burgers and Fries,"['burgers', 'hotdogs']",42.2558479309,-83.6879348755,MI,"500 S State St, Ann Arbor, MI 48109",4942.7834040374,4,17,False,No,No,Yes,Yes,,Lunch,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Loud,No,No,No,No,,No,Yes,No,2,
subway-ann-arbor-4,Subway,"['sandwiches', 'hotdogs']",42.2708147717,-83.7406284779,MI,"500 S State St, Ann Arbor, MI 48109",605.5838612503,1,1,False,,,,,,,,,,,,,,,,,,,,,,,,
cottage-inn-pizza-ann-arbor-7,Cottage Inn Pizza,"['pizza', 'italian']",42.2761612,-83.7786484,MI,"500 S State St, Ann Arbor, MI 48109",3072.5200122349,3,9,False,No,Yes,Yes,Yes,,,Private Lot,No,,Yes,No,Casual,Casual,Very Loud,No,No,No,Yes,,No,Yes,,1,
